dukes_name,gppd_idnr,repd_name,capacity_mw,latitude,longitude,fuel1,owner,source,url,geolocation_source
Bagmoor,GBR0002928,,16,53.6277,-0.6672,Wind,Munich Re (previously Wind Prospect),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Baillie Wind Farm,GBR0004021,,52.5,58.5679,-3.677,Wind,Baillie Windfarm Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Bake Farm Solar Farm,GBR0004783,,5,51.0483,-1.8335,Solar,British Solar Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Bake Farm Solar Park,GBR1000078,,4.99928,,,Solar,Cubico Sustainable Investments Limited,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Bakers Farm (solar),GBR0001957,,12,50.7644,-0.7931,Solar,Quercus Renewable Holding 2,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Balcas Timber Biomass CHP Plant,GBR0000033,,2.5,54.3073,-7.6639,Biomass,Balcas Timber,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Balderton,GBR0006166,,20.3,53.048,-0.8107,Biomass,SPEP,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Baldovie,GBR0000874,,8.3,56.4867,-2.9028,Waste,Dundee Energy Recycling,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Balhearty Solar,GBR0005795,,5,56.143,-3.712,Solar,Lark Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Ballinderry Road Solar Phase 1 (Lisburn),GBR0002236,,13.5,54.5181,-6.0994,Solar,Hadstone Energy/Island Green Power,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Ballinderry Road Solar Phase 2 (Lisburn),GBR0005331,,7,54.5132,-6.0883,Solar,RAD Energy One/ Island Green Power,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Balls Wood Solar Farm,GBR0001958,,8.7,50.3497,-4.037,Solar,Due South Energy & SunE Project6 Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Ballyboley Solar (Carrowdore),GBR0004724,,6,54.5716,-5.5692,Solar,Island Green Power,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Ballylumford B,GBR1000003,,540,54.845,-5.787,Gas,AES,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,GEODB
Ballylumford B OCGT,GBR1000004,,116,54.845,-5.787,Gas,AES,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,GEODB
Ballylumford C,GBR1000001,,616,54.8428,-5.7853,Gas,AES,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,GEODB
Ballymena Wind Park Limited,GBR0002866,,4.7,54.8795,-6.2332,Wind,White Young Green Planning,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Balmurrie Fell Wind Farm,GBR0004445,,9.1,54.8725,-4.5165,Wind,Scottish Southern Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Bambers Farm,GBR0003157,,9.6,53.3213,0.2384,Wind,Ecotricity,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Bambers II,GBR0002715,,4.6,53.3213,0.2384,Wind,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Bankend Rig,GBR0004055,,14.3,55.5783,-4.1342,Wind,INH Brown,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Bann Road (Rasharkin),GBR0006506,,18,54.9592,-6.5147,Solar,Elgin Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Bann Road (Tullaghans Road),GBR0005955,,25,54.9985,-6.4404,Solar,Greencoat Capital,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barkantine Heat & Power Company,GBR1000144,,1,,,Cogeneration,EDF Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Barkip Anaerobic Digestor (Waste AD),GBR0000266,,2.2,55.7181,-4.7186,Biomass,Scottish and Southern Energy (SSE) / William Tracey,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barkip Landfill Site,GBR0000682,,1.2,55.7181,-4.7186,Waste,William Tracey Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barlborough,GBR1000326,,0.81,,,Wind,REG Windpower Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Barley Wood Farm Lane (Gaston Lane - resubmission),GBR0001474,,5.4,51.1147,-0.9782,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barling Hall Farm,GBR0000735,,2.4,51.5801,0.7928,Waste,Cory Environmental,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barlockhart Moor,GBR0004435,,8.1,54.8657,-4.7879,Wind,West Coast Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barmoor South Wind Farm (Resubmission),GBR0004163,,13.8,55.6373,-2.0251,Wind,EDF,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barn Farm - resubmission,GBR0001959,,4.2,51.9392,1.1364,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barnby Moor,GBR0001404,,4,53.3564,-0.9954,Solar,Lark Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barns of Ayre Wind Turbines (2),GBR0003902,,1.8,58.9217,-2.7156,Wind,Ayre Energy/Aquatera Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barnsley 1.5 ,GBR0006164,,9,53.568,-1.5146,Biomass,SPEP,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barr Farm,GBR0002178,,1.8,52.6691,-2.1267,Solar,Lark Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barra,GBR1000411,,3,,,Oil,Scottish and Southern: Island Generation,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Barrow,GBR1000103,,90,,,Wind,Dong Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Barrow ,GBR0002546,,90,53.9915,-3.2983,Wind,Orsted (formerly Dong Energy),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barry,GBR1000071,,235,,,Gas,Centrica,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Barton Close Farm,GBR0001864,,5.5,51.1539,-4.174,Solar,British Solar Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barton Close Solar Park,GBR1000079,,4.61032,,,Solar,Cubico Sustainable Investments Limited,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Barton Solar Farm,GBR0001587,,1.2,50.9461,-3.3141,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barugh Farm,GBR0001838,,5,54.1751,-1.4955,Solar,HB and CH Barker,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Barvills Solar Farm (resubmission),GBR0005942,,5,51.4721,0.4234,Solar,BE Renewables/Barvills Solar Limited,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Basin Bridge Farm,GBR0005643,,5,52.5614,-1.4184,Solar,Sun Farming UK,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Basingstoke Sewage Treatment Works,GBR0006054,,1.2,51.2917,-1.0343,Biomass,Thames Water Utilities,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Bassingbourn Solar Farm,GBR0001906,,14.4,52.0701,-0.0423,Solar,Push Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Batsworthy Cross,GBR1000327,,18.45,,,Wind,REG Windpower Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Batsworthy Cross,GBR0004057,,18,50.9717,-3.6891,Wind,Blackrock Real Assets,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Battens Farm Solar Park,GBR0001476,,11,51.482,-2.165,Solar,Battens Farm Solar Park Ltd - James Hartley,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Battlefield EfW,GBR0000910,,8,52.7426,-2.7272,Waste,Veolia,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Bay Farm,GBR0001961,,8.1,52.3163,0.4989,Solar,NextEnergy Solar Fund (NESF),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Beacon Hill,GBR0000723,,3,50.7546,-2.0297,Waste,Combined Landfill Projects (CLP) / SITA UK,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Beaford Brook Solar Park,GBR0001346,,5.2,50.9217,-4.0387,Solar,Wessex Solar Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Beannachran Dam,GBR1000418,,0.16,,,Hydro,Scottish and Southern: Small Hydros,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Bears Down Wind Farm,GBR0003392,,9.8,50.4703,-4.9556,Wind,Natural Power,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Beatrice Demonstrator,GBR0002485,,10,58.2528,-2.8884,Wind,Talisman Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Beck Burn (resubmission),GBR0004544,,31,55.0107,-3.0263,Wind,EDF Energy Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Beckburn,GBR1000089,,31.05,,,Wind,Cumbria Wind,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Beckley Solar Farm,GBR0001252,,1.7,50.7618,-1.6798,Solar,Anesco,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Beckton,GBR1000236,,0.45264,,,Solar,Lightsource,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Beckton Gas Pressure Reduction Station,GBR0000143,,19,51.5182,0.0885,Biomass,Icon  EEA Holdings & 2OC consortium,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Beckton STW Biodiesel Power Plant,GBR0000024,,8,51.5178,0.0935,Biomass,Balfor Beaty,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Beckton STW Enhanced Sludge Digestion,GBR0006182,,5.8,51.5256,0.0799,Waste,Thames Water Utilities,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Beckton Sewage Treatment Works,GBR0004976,,2.2,51.5256,0.0799,Wind,Thames Water Utilities,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Bedborough,GBR1000170,,4.991,,,Solar,Greencoat Solar,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Bedborough Farm,GBR0002114,,7,50.8173,-1.9243,Solar,Solstice Renewables Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
